Product name ,Quantity,Description,Seller,Cost (USD),Link
Mosfet,1,Logic level IRLZ44N MOSFET for controlling hotend,AliExpress,1.01,https://www.aliexpress.com/item/1005007174659364.html?spm=a2g0o.productlist.main.2.7b725d35d0nABB&algo_pvid=28bc1f68-ba4f-4816-b674-f9ca4e673acb&algo_exp_id=28bc1f68-ba4f-4816-b674-f9ca4e673acb-1&pdp_ext_f=%7B%22order%22%3A%221387%22%2C%22spu_best_type%22%3A%22order%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%2110.15%211.50%21%21%2146.98%216.93%21%402103212517669581626966294e9401%2112000039702595360%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475350&curPageLogUid=tD6AZJ6yB9HD&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005007174659364%7C_p_origin_prod%3A#nav-specification
2x18 Pin header,1, 2.54mm header socket for connecting the MCU to the PCB. One 2x18 pin socket,AliExpress,1.01,https://www.aliexpress.com/item/33004522737.html?spm=a2g0o.productlist.main.3.430c7f27cJ21iZ&algo_pvid=72af4419-57c1-43b1-a461-527cc84dcac1&algo_exp_id=72af4419-57c1-43b1-a461-527cc84dcac1-2&pdp_ext_f=%7B%22order%22%3A%22484%22%2C%22spu_best_type%22%3A%22order%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%212.50%211.50%21%21%211.65%210.99%21%402101d49617669521467094234ef82b%2166986463555%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475311&curPageLogUid=T1pLUNK211bK&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A33004522737%7C_p_origin_prod%3A
Female pin headers,16,2.54mm female headers to connect stepper drivers and MCU to the PCB. Need 15 of 8 pin sockets and 1 10 pin socket.,AliExpress,4.03,https://www.aliexpress.com/item/1005003610333849.html?spm=a2g0o.productlist.main.10.2b3fyboryborZ8&algo_pvid=2c138a81-ecd4-4020-a081-6d112087ceeb&algo_exp_id=2c138a81-ecd4-4020-a081-6d112087ceeb-9&pdp_ext_f=%7B%22order%22%3A%221158%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%214.27%211.50%21%21%212.82%210.99%21%402103212317669514333763636e812c%2112000026601252532%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475355&curPageLogUid=SLhu8Y98M4HU&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005003610333849%7C_p_origin_prod%3A
Male pin headers,42,"2.54mm Pin headers which are soldered to the PCB to allow for LCD, Motor, and limit switch cables to be connected. Comes in a 1x30 pack",AliExpress,2.01,https://www.aliexpress.com/item/4000988113226.html?spm=a2g0o.productlist.main.14.4132swzdswzdIO&algo_pvid=426b3b2a-423a-4c52-8a6e-b6a095ed236a&algo_exp_id=426b3b2a-423a-4c52-8a6e-b6a095ed236a-13&pdp_ext_f=%7B%22order%22%3A%222454%22%2C%22spu_best_type%22%3A%22order%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%212.27%211.50%21%21%211.50%210.99%21%402103119c17669515534232250ee171%2110000013202368860%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475294&curPageLogUid=uSbYw51PFpid&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A4000988113226%7C_p_origin_prod%3A#nav-description
Stepper drivers,5,The A4988 Stepper drivers control the stepper motors. One per motor,AliExpress,2.01,https://www.aliexpress.com/item/1005006199405206.html?spm=a2g0o.productlist.main.2.5fa53e6aGwO53W&algo_pvid=71639ab9-4273-4496-8aaa-04be30cf3ccd&algo_exp_id=71639ab9-4273-4496-8aaa-04be30cf3ccd-1&pdp_ext_f=%7B%22order%22%3A%221163%22%2C%22spu_best_type%22%3A%22order%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%216.61%211.50%21%21%214.37%210.99%21%402101e2b017669513083624769e32b3%2112000036236556086%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475295&curPageLogUid=0S3diJmHPhei&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005006199405206%7C_p_origin_prod%3A
20 AWG Wire,1,"Wire to connect the hotend to pogo connectors and PCB, Is also used to connect fans",AliExpress,1.01,https://www.aliexpress.com/item/1005006614755156.html?spm=a2g0o.productlist.main.1.23242f57MB1zjq&algo_pvid=73529a83-7506-4e49-a1d0-3e80cab97fbb&algo_exp_id=73529a83-7506-4e49-a1d0-3e80cab97fbb-0&pdp_ext_f=%7B%22order%22%3A%222072%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%218.57%211.50%21%21%2139.66%216.93%21%40210311c217669587086437396ef569%2112000037830294865%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475355&curPageLogUid=TzX03XwtDcND&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005006614755156%7C_p_origin_prod%3A
12 AWG Wire,1,Wire for connecting the PSU to the PCB,AliExpress,1.01,https://www.aliexpress.com/item/1005006614755156.html?spm=a2g0o.productlist.main.1.23242f57MB1zjq&algo_pvid=73529a83-7506-4e49-a1d0-3e80cab97fbb&algo_exp_id=73529a83-7506-4e49-a1d0-3e80cab97fbb-0&pdp_ext_f=%7B%22order%22%3A%222072%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%218.57%211.50%21%21%2139.66%216.93%21%40210311c217669587086437396ef569%2112000037830294865%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475355&curPageLogUid=TzX03XwtDcND&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005006614755156%7C_p_origin_prod%3A
Pogo connectors,3,"A pair of magnetic connectors for transferring power and data between the toolhead and the X carriage (to the motherboard). One female is required for the carriage, one male is required per toolhead",AliExpress,3.02,https://www.aliexpress.com/item/1005008883350256.html?spm=a2g0o.productlist.main.5.57ed4eb6SCc4zp&algo_pvid=15477fc7-dc8c-4cad-b358-5eb0c6c3ed5f&algo_exp_id=15477fc7-dc8c-4cad-b358-5eb0c6c3ed5f-4&pdp_ext_f=%7B%22order%22%3A%22181%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%215.74%211.50%21%21%2126.57%216.94%21%4021033d1217668835307387379ee521%2112000047075912313%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475295&curPageLogUid=bhQOXqyhT6v5&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005008883350256%7C_p_origin_prod%3A#nav-description
3d print bed,1,"6mm Cast Alloy build plate. This is the structural element of the print bed, a surface is added e.g PEI or painters tape and the bed is complete. THe bed is 430x430mm",AliExpress,109.73,https://www.aliexpress.com/item/1005007084075871.html?spm=a2g0o.productlist.main.46.638987ccM3KTB5&algo_pvid=3962c165-2cf0-4a75-b9b5-89ef91fe03ae&algo_exp_id=3962c165-2cf0-4a75-b9b5-89ef91fe03ae-45&pdp_ext_f=%7B%22order%22%3A%2210%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%21131.83%21111.61%21%21%2187.14%2173.78%21%40210328df17669563654846625e1f71%2112000039345681617%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475358&curPageLogUid=XD1AqzwOlg1l&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005007084075871%7C_p_origin_prod%3A#nav-description
LM8UU,4,"The linear bearing for Z axis supports, an LM8UU linear bearing",AliExpress,1.01,https://www.aliexpress.com/item/1005009224497451.html?spm=a2g0o.productlist.main.2.3b635517ZMxJ9r&algo_pvid=44560ea3-5e3b-4a1e-8e84-d48b1b2c6c02&algo_exp_id=44560ea3-5e3b-4a1e-8e84-d48b1b2c6c02-1&pdp_ext_f=%7B%22order%22%3A%22287%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%2115.88%211.50%21%21%2110.50%211.00%21%402101e2b217669533575953777e2dce%2112000048371747101%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475330&curPageLogUid=w0KQN7dxcab1&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009224497451%7C_p_origin_prod%3A
Angular bearing,2,Angular 16x5x5mm Bearings for the idle extruder arm to allow it to open and close,AliExpress,1.75,https://www.aliexpress.com/item/1005006106850615.html?spm=a2g0o.productlist.main.3.3d6a7ad0uWruo7&algo_pvid=56c6f9fd-d675-4fc6-b120-27dc746c46c9&algo_exp_id=56c6f9fd-d675-4fc6-b120-27dc746c46c9-2&pdp_ext_f=%7B%22order%22%3A%2280%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%217.15%212.61%21%21%2133.11%2112.09%21%402101e2b417669534850982413e83d7%2112000048867369230%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475395&curPageLogUid=z7fiqkZNq9X2&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005006106850615%7C_p_origin_prod%3A
Buck Converter,1,DC-DC step down Buck converter to get 5V logic on the PCB from the 24V PSU input to power stepper drivers and LCD,AliExpress,1.01,https://www.aliexpress.com/item/1005010400036740.html?spm=a2g0o.productlist.main.1.539e4859vp2qIO&algo_pvid=b4f3284e-bc31-4ff0-90bb-429d531014c1&algo_exp_id=b4f3284e-bc31-4ff0-90bb-429d531014c1-0&pdp_ext_f=%7B%22order%22%3A%2263%22%2C%22spu_best_type%22%3A%22price%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%216.09%211.50%21%21%2128.18%216.91%21%402101e2b417669630826486105e83d7%2112000052283934355%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475365&curPageLogUid=NlIkneVab3yw&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005010400036740%7C_p_origin_prod%3A#nav-description
T Nuts,110,"T nuts for mounting conectors, 3d printed parts and components onto aluminium profiles. Need 40 M4, 40 M5 and 30 M3 Nuts",AliExpress,3.02,https://www.aliexpress.com/item/32814359094.html?spm=a2g0o.productlist.main.1.5c179LqH9LqHxo&algo_pvid=aceae0cc-e57c-4097-97a7-7bc001fca3c2&algo_exp_id=aceae0cc-e57c-4097-97a7-7bc001fca3c2-0&pdp_ext_f=%7B%22order%22%3A%221920%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%211.98%211.50%21%21%211.31%210.99%21%402101ef5e17669537017328504ec5d7%2110000000587253401%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475369&curPageLogUid=goawaYXbXFV0&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A32814359094%7C_p_origin_prod%3A
L Bracket,8,Brackets for mounting the SK8 clamps that support the Y axis to aluminium profiles,AliExpress,3.58,https://www.aliexpress.com/item/1005008543736398.html?spm=a2g0o.productlist.main.57.7b04WQ9sWQ9sdh&utparam-url=scene%3Asearch%7Cquery_from%3Apc_back_same_best%7Cx_object_id%3A1005008543736398%7C_p_origin_prod%3A&algo_pvid=3eec4290-95d4-4fbc-a57a-4146024a46f3&algo_exp_id=3eec4290-95d4-4fbc-a57a-4146024a46f3&pdp_ext_f=%7B%22order%22%3A%22153%22%2C%22spu_best_type%22%3A%22order%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%2117.79%215.33%21%21%2182.35%2124.67%21%402101d9ef17669541030694371ed14d%2112000045641144437%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475375#nav-description
100 nF Capacitor,5,"Small, 50V, 100 nF monolithic capacitor to reduce fast spikes to the stepper driver",AliExpress,1.01,https://www.aliexpress.com/item/1005009938373275.html?spm=a2g0o.productlist.main.2.2c66662e2593a7&algo_pvid=5fe2dc39-78a3-45b3-a8ac-85bc32a1e6bb&algo_exp_id=5fe2dc39-78a3-45b3-a8ac-85bc32a1e6bb-1&pdp_ext_f=%7B%22order%22%3A%2219%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%215.09%211.50%21%21%2123.55%216.91%21%402101c44f17669546645611750ecbf9%2112000050630167300%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475312&curPageLogUid=7nS9pxzQaA67&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009938373275%7C_p_origin_prod%3A#nav-description
100 µF capacitor,5,"Larger, 50V 100µF electrolytic capacitor to prevent large spikes to stepper driver",AliExpress,1.01,https://www.aliexpress.com/item/1005006103573862.html?spm=a2g0o.productlist.main.3.95511e254YkFJT&algo_pvid=275f8294-0cd8-430a-873e-cf9f9805df5f&algo_exp_id=275f8294-0cd8-430a-873e-cf9f9805df5f-2&pdp_ext_f=%7B%22order%22%3A%22328%22%2C%22spu_best_type%22%3A%22order%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%213.64%211.50%21%21%2116.85%216.94%21%402103126e17669548175605085e8fba%2112000035757203380%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475385&curPageLogUid=Gg9QWbBu3pnD&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005006103573862%7C_p_origin_prod%3A
Spring,1,"25mm long, 6mm wire, 9mm outer diameter spring to provide tension to the extruder mechanism",AliExpress,1.01,https://www.aliexpress.com/item/1005005402716572.html?spm=a2g0o.productlist.main.1.9ebd578bsuVuEZ&algo_pvid=438da708-ecf1-4009-a0f6-b1232be4f228&algo_exp_id=438da708-ecf1-4009-a0f6-b1232be4f228-0&pdp_ext_f=%7B%22order%22%3A%224301%22%2C%22spu_best_type%22%3A%22order%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%212.11%211.50%21%21%219.75%216.93%21%402103212b17669549448237589e8647%2112000040252204025%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475284&curPageLogUid=Yck0siopgzfS&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005005402716572%7C_p_origin_prod%3A
Leadscew fixing block,4,A bearing block that holds the leadscrew in place,AliExpress,1.01,https://www.aliexpress.com/item/1005003074750605.html?spm=a2g0o.productlist.main.2.23636598TQDlRW&algo_pvid=877f75fa-86d4-4c1f-b4eb-82ad34e470f4&algo_exp_id=877f75fa-86d4-4c1f-b4eb-82ad34e470f4-1&pdp_ext_f=%7B%22order%22%3A%22160%22%2C%22spu_best_type%22%3A%22price%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%213.74%211.50%21%21%2117.30%216.93%21%402101e80317669568913057733e4973%2112000023876897369%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475311&curPageLogUid=Puy2Dz0OGF1l&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005003074750605%7C_p_origin_prod%3A
M5 screws and nuts,40,Screws for mounting aluminium profiles,AliExpress,1.01,https://www.aliexpress.com/item/1005007161469636.html?spm=a2g0o.productlist.main.10.78a7c14eZXUU3v&algo_pvid=77209e5b-f565-4bd7-b254-f31cb0821d35&algo_exp_id=77209e5b-f565-4bd7-b254-f31cb0821d35-9&pdp_ext_f=%7B%22order%22%3A%22177%22%2C%22spu_best_type%22%3A%22price%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%219.52%211.50%21%21%216.29%210.99%21%402101ef5e17669661861358805ec5ce%2112000039659468776%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475294&curPageLogUid=MkTJGXZdFClM&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005007161469636%7C_p_origin_prod%3A
M4 screws and nuts,40,Screws for mounting clamps,AliExpress,1.01,https://www.aliexpress.com/item/1005007161469636.html?spm=a2g0o.productlist.main.10.78a7c14eZXUU3v&algo_pvid=77209e5b-f565-4bd7-b254-f31cb0821d35&algo_exp_id=77209e5b-f565-4bd7-b254-f31cb0821d35-9&pdp_ext_f=%7B%22order%22%3A%22177%22%2C%22spu_best_type%22%3A%22price%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%219.52%211.50%21%21%216.29%210.99%21%402101ef5e17669661861358805ec5ce%2112000039659468776%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475294&curPageLogUid=MkTJGXZdFClM&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005007161469636%7C_p_origin_prod%3A
M3 Screws and nuts,30,Screws for mounting bearing blocks,AliExpress,1.01,https://www.aliexpress.com/item/1005007161469636.html?spm=a2g0o.productlist.main.10.78a7c14eZXUU3v&algo_pvid=77209e5b-f565-4bd7-b254-f31cb0821d35&algo_exp_id=77209e5b-f565-4bd7-b254-f31cb0821d35-9&pdp_ext_f=%7B%22order%22%3A%22177%22%2C%22spu_best_type%22%3A%22price%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%219.52%211.50%21%21%216.29%210.99%21%402101ef5e17669661861358805ec5ce%2112000039659468776%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475294&curPageLogUid=MkTJGXZdFClM&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005007161469636%7C_p_origin_prod%3A

M2 screws and nuts,10,Screws for mounting hotends/connectors,AliExpress,1.01,https://www.aliexpress.com/item/1005007161469636.html?spm=a2g0o.productlist.main.10.78a7c14eZXUU3v&algo_pvid=77209e5b-f565-4bd7-b254-f31cb0821d35&algo_exp_id=77209e5b-f565-4bd7-b254-f31cb0821d35-9&pdp_ext_f=%7B%22order%22%3A%22177%22%2C%22spu_best_type%22%3A%22price%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21AUD%219.52%211.50%21%21%216.29%210.99%21%402101ef5e17669661861358805ec5ce%2112000039659468776%21sea%21AU%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A6fbdfe4b%3Bm03_new_user%3A-29895%3BpisId%3A5000000187475294&curPageLogUid=MkTJGXZdFClM&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005007161469636%7C_p_origin_prod%3A

